source_system,supplier_name,supplier_name_clean,supplier_name_normalized,email_clean,email_is_valid,phone_digits,phone_is_valid,category_standardized,order_date,delivery_date,order_status_clean,quantity_ordered,negotiated_price_amount,annual_spend_amount,defective_units_count,compliance_status_clean,risk_signal,completeness_score
kaggle_procurement_kpi,Beta_Supplies,Beta Supplies,BETA SUPPLIES,,,,,Packaging,2023-03-06,2023-03-07,Delivered,1006.0,23.66,23801.96,101.0,No,high,1.0
kaggle_procurement_kpi,Beta_Supplies,Beta Supplies,BETA SUPPLIES,,,,,Electronics,2023-07-06,2023-07-15,Partially Delivered,740.0,29.35,21719.0,84.0,Yes,medium,1.0
kaggle_procurement_kpi,Beta_Supplies,Beta Supplies,BETA SUPPLIES,,,,,"Maintenance, Repair, and Operations",2023-05-13,2023-05-17,Delivered,1915.0,102.66,196593.9,184.0,Yes,high,1.0
kaggle_procurement_kpi,Beta_Supplies,Beta Supplies,BETA SUPPLIES,,,,,Raw Materials,2022-01-30,2022-02-14,Delivered,1116.0,24.28,27096.48,121.0,Yes,high,1.0
kaggle_procurement_kpi,Beta_Supplies,Beta Supplies,BETA SUPPLIES,,,,,"Maintenance, Repair, and Operations",2023-07-01,2023-07-07,Delivered,803.0,61.53,49408.590000000004,78.0,Yes,medium,1.0
kaggle_procurement_kpi,Beta_Supplies,Beta Supplies,BETA SUPPLIES,,,,,Office Supplies,2023-08-01,2023-08-08,Cancelled,139.0,20.18,2805.02,14.0,Yes,medium,1.0
kaggle_procurement_kpi,Beta_Supplies,Beta Supplies,BETA SUPPLIES,,,,,"Maintenance, Repair, and Operations",2023-10-21,2023-10-28,Delivered,1019.0,77.93,79410.67000000001,111.0,No,high,1.0
kaggle_procurement_kpi,Beta_Supplies,Beta Supplies,BETA SUPPLIES,,,,,Office Supplies,2023-04-18,2023-04-27,Delivered,467.0,17.11,7990.37,49.0,Yes,medium,1.0
kaggle_procurement_kpi,Beta_Supplies,Beta Supplies,BETA SUPPLIES,,,,,Packaging,2022-01-20,2022-02-03,Pending,810.0,66.8,54108.0,73.0,Yes,medium,1.0
kaggle_procurement_kpi,Beta_Supplies,Beta Supplies,BETA SUPPLIES,,,,,Packaging,2022-12-25,2023-01-12,Delivered,1942.0,81.31,157904.02000000002,198.0,Yes,high,1.0
kaggle_procurement_kpi,Beta_Supplies,Beta Supplies,BETA SUPPLIES,,,,,Raw Materials,2022-01-21,,Delivered,1058.0,57.21,60528.18,101.0,Yes,high,1.0
kaggle_procurement_kpi,Beta_Supplies,Beta Supplies,BETA SUPPLIES,,,,,Packaging,2023-09-29,2023-10-05,Delivered,145.0,81.86,11869.7,11.0,No,high,1.0
kaggle_procurement_kpi,Beta_Supplies,Beta Supplies,BETA SUPPLIES,,,,,Electronics,2023-11-17,,Cancelled,86.0,88.22,7586.92,5.0,Yes,medium,1.0
kaggle_procurement_kpi,Beta_Supplies,Beta Supplies,BETA SUPPLIES,,,,,Electronics,2023-08-01,2023-08-02,Delivered,1442.0,41.82,60304.44,140.0,No,high,1.0
kaggle_procurement_kpi,Beta_Supplies,Beta Supplies,BETA SUPPLIES,,,,,Office Supplies,2022-08-12,2022-09-01,Pending,1768.0,74.97,132546.96,207.0,No,high,1.0
kaggle_procurement_kpi,Beta_Supplies,Beta Supplies,BETA SUPPLIES,,,,,Electronics,2023-04-22,2023-05-03,Partially Delivered,1598.0,26.03,41595.94,154.0,No,high,1.0
kaggle_procurement_kpi,Beta_Supplies,Beta Supplies,BETA SUPPLIES,,,,,Electronics,2022-06-17,2022-07-06,Delivered,111.0,65.22,7239.42,11.0,Yes,medium,1.0
kaggle_procurement_kpi,Beta_Supplies,Beta Supplies,BETA SUPPLIES,,,,,Electronics,2023-01-20,2023-02-02,Delivered,226.0,99.16,22410.16,28.0,Yes,medium,1.0
kaggle_procurement_kpi,Beta_Supplies,Beta Supplies,BETA SUPPLIES,,,,,"Maintenance, Repair, and Operations",2023-08-30,2023-09-11,Delivered,1306.0,18.27,23860.62,128.0,Yes,high,1.0
kaggle_procurement_kpi,Beta_Supplies,Beta Supplies,BETA SUPPLIES,,,,,Office Supplies,2023-12-09,2023-12-11,Delivered,1988.0,93.23,185341.24000000002,187.0,Yes,high,1.0
kaggle_procurement_kpi,Delta_Logistics,Delta Logistics,DELTA LOGISTICS,,,,,Office Supplies,2022-04-25,2022-05-05,Delivered,1509.0,37.34,56346.060000000005,235.0,Yes,high,1.0
kaggle_procurement_kpi,Delta_Logistics,Delta Logistics,DELTA LOGISTICS,,,,,Raw Materials,2022-09-08,2022-09-20,Delivered,1180.0,60.53,71425.4,171.0,No,high,1.0
kaggle_procurement_kpi,Delta_Logistics,Delta Logistics,DELTA LOGISTICS,,,,,Electronics,2022-01-31,2022-02-18,Pending,5000.0,48.45,242250.0,22.0,Yes,medium,1.0
kaggle_procurement_kpi,Delta_Logistics,Delta Logistics,DELTA LOGISTICS,,,,,"Maintenance, Repair, and Operations",2022-08-12,2022-08-31,Delivered,1173.0,55.49,65089.770000000004,172.0,No,high,1.0
kaggle_procurement_kpi,Delta_Logistics,Delta Logistics,DELTA LOGISTICS,,,,,Raw Materials,2023-09-09,2023-09-24,Delivered,180.0,38.89,7000.2,,No,high,1.0
kaggle_procurement_kpi,Delta_Logistics,Delta Logistics,DELTA LOGISTICS,,,,,Raw Materials,2023-07-29,2023-08-11,Delivered,1382.0,23.75,32822.5,,Yes,low,1.0
kaggle_procurement_kpi,Delta_Logistics,Delta Logistics,DELTA LOGISTICS,,,,,"Maintenance, Repair, and Operations",2023-04-05,2023-04-22,Delivered,1265.0,79.47,100529.55,187.0,Yes,high,1.0
kaggle_procurement_kpi,Delta_Logistics,Delta Logistics,DELTA LOGISTICS,,,,,"Maintenance, Repair, and Operations",2023-01-03,2023-01-21,Delivered,749.0,94.16,70525.84,123.0,Yes,high,1.0
kaggle_procurement_kpi,Delta_Logistics,Delta Logistics,DELTA LOGISTICS,,,,,Office Supplies,2022-02-14,2022-03-05,Pending,1007.0,46.06,46382.420000000006,167.0,Yes,high,1.0
kaggle_procurement_kpi,Delta_Logistics,Delta Logistics,DELTA LOGISTICS,,,,,Office Supplies,2022-05-08,,Delivered,612.0,19.75,12087.0,102.0,Yes,high,1.0
kaggle_procurement_kpi,Delta_Logistics,Delta Logistics,DELTA LOGISTICS,,,,,Office Supplies,2022-03-22,2022-03-28,Cancelled,1640.0,76.41,125312.4,262.0,No,high,1.0
kaggle_procurement_kpi,Delta_Logistics,Delta Logistics,DELTA LOGISTICS,,,,,Packaging,2023-10-06,,Delivered,1578.0,42.77,67491.06,206.0,Yes,high,1.0
kaggle_procurement_kpi,Delta_Logistics,Delta Logistics,DELTA LOGISTICS,,,,,"Maintenance, Repair, and Operations",2023-09-26,2023-10-01,Delivered,1204.0,35.44,42669.759999999995,,Yes,low,1.0
kaggle_procurement_kpi,Delta_Logistics,Delta Logistics,DELTA LOGISTICS,,,,,"Maintenance, Repair, and Operations",2023-12-23,2024-01-03,Partially Delivered,70.0,11.04,772.8,10.0,Yes,medium,1.0
kaggle_procurement_kpi,Delta_Logistics,Delta Logistics,DELTA LOGISTICS,,,,,Packaging,2023-11-09,2023-11-12,Delivered,1347.0,94.3,127022.09999999999,200.0,Yes,high,1.0
kaggle_procurement_kpi,Delta_Logistics,Delta Logistics,DELTA LOGISTICS,,,,,Electronics,2022-10-12,2022-11-01,Pending,1419.0,59.28,84118.32,194.0,Yes,high,1.0
kaggle_procurement_kpi,Delta_Logistics,Delta Logistics,DELTA LOGISTICS,,,,,Raw Materials,2022-12-30,2023-01-03,Delivered,1005.0,12.79,12853.949999999999,,No,high,1.0
kaggle_procurement_kpi,Delta_Logistics,Delta Logistics,DELTA LOGISTICS,,,,,Packaging,2022-10-01,2022-10-04,Delivered,558.0,81.4,45421.200000000004,,No,high,1.0
kaggle_procurement_kpi,Delta_Logistics,Delta Logistics,DELTA LOGISTICS,,,,,Raw Materials,2023-10-26,2023-11-10,Delivered,255.0,33.59,8565.45,27.0,No,high,1.0
kaggle_procurement_kpi,Delta_Logistics,Delta Logistics,DELTA LOGISTICS,,,,,Office Supplies,2023-09-16,2023-09-24,Delivered,1635.0,54.37,88894.95,262.0,No,high,1.0
kaggle_procurement_kpi,Delta_Logistics,Delta Logistics,DELTA LOGISTICS,,,,,Raw Materials,2023-10-13,2023-10-23,Delivered,1945.0,40.12,78033.4,278.0,No,high,1.0
kaggle_procurement_kpi,Delta_Logistics,Delta Logistics,DELTA LOGISTICS,,,,,"Maintenance, Repair, and Operations",2022-06-25,2022-07-10,Partially Delivered,1461.0,63.39,92612.79,228.0,No,high,1.0
kaggle_procurement_kpi,Delta_Logistics,Delta Logistics,DELTA LOGISTICS,,,,,Electronics,2023-07-01,2023-07-09,Delivered,1075.0,16.12,17329.0,147.0,Yes,high,1.0
kaggle_procurement_kpi,Delta_Logistics,Delta Logistics,DELTA LOGISTICS,,,,,Packaging,2023-07-25,2023-08-04,Delivered,752.0,24.37,18326.24,,No,high,1.0
kaggle_procurement_kpi,Delta_Logistics,Delta Logistics,DELTA LOGISTICS,,,,,"Maintenance, Repair, and Operations",2022-11-20,2022-12-10,Delivered,319.0,89.15,28438.850000000002,57.0,Yes,medium,1.0
kaggle_procurement_kpi,Delta_Logistics,Delta Logistics,DELTA LOGISTICS,,,,,"Maintenance, Repair, and Operations",2022-10-02,2022-10-22,Cancelled,865.0,13.14,11366.1,135.0,No,high,1.0
kaggle_procurement_kpi,Delta_Logistics,Delta Logistics,DELTA LOGISTICS,,,,,Raw Materials,2022-08-05,2022-08-24,Pending,505.0,40.37,20386.85,62.0,Yes,medium,1.0
kaggle_procurement_kpi,Delta_Logistics,Delta Logistics,DELTA LOGISTICS,,,,,Raw Materials,2022-08-06,2022-08-15,Pending,1325.0,22.75,30143.75,206.0,Yes,high,1.0
kaggle_procurement_kpi,Delta_Logistics,Delta Logistics,DELTA LOGISTICS,,,,,Packaging,2022-09-29,2022-10-13,Delivered,387.0,45.41,17573.67,61.0,Yes,medium,1.0
kaggle_procurement_kpi,Delta_Logistics,Delta Logistics,DELTA LOGISTICS,,,,,Packaging,2023-02-13,2023-02-14,Delivered,542.0,93.11,50465.62,78.0,No,high,1.0
kaggle_procurement_kpi,Delta_Logistics,Delta Logistics,DELTA LOGISTICS,,,,,Office Supplies,2023-05-21,2023-05-23,Delivered,114.0,101.54,11575.560000000001,14.0,Yes,medium,1.0
kaggle_procurement_kpi,Delta_Logistics,Delta Logistics,DELTA LOGISTICS,,,,,Electronics,2022-04-04,2022-04-22,Cancelled,1930.0,56.9,109817.0,282.0,Yes,high,1.0
kaggle_procurement_kpi,Delta_Logistics,Delta Logistics,DELTA LOGISTICS,,,,,Raw Materials,2022-04-28,2022-05-12,Delivered,1067.0,64.16,68458.72,,No,high,1.0
kaggle_procurement_kpi,Delta_Logistics,Delta Logistics,DELTA LOGISTICS,,,,,Raw Materials,2022-10-28,2022-11-13,Delivered,979.0,49.69,48646.509999999995,148.0,Yes,high,1.0
kaggle_procurement_kpi,Delta_Logistics,Delta Logistics,DELTA LOGISTICS,,,,,Office Supplies,2022-06-11,2022-06-24,Pending,1121.0,38.34,42979.14000000001,152.0,Yes,high,1.0
kaggle_procurement_kpi,Delta_Logistics,Delta Logistics,DELTA LOGISTICS,,,,,Packaging,2022-09-27,2022-10-05,Delivered,1647.0,44.92,73983.24,,Yes,low,1.0
kaggle_procurement_kpi,Delta_Logistics,Delta Logistics,DELTA LOGISTICS,,,,,Electronics,2023-06-04,2023-06-17,Delivered,148.0,98.62,14595.76,23.0,No,high,1.0
kaggle_procurement_kpi,Delta_Logistics,Delta Logistics,DELTA LOGISTICS,,,,,"Maintenance, Repair, and Operations",2022-04-19,2022-04-24,Delivered,733.0,22.85,16749.05,92.0,Yes,medium,1.0
kaggle_procurement_kpi,Delta_Logistics,Delta Logistics,DELTA LOGISTICS,,,,,Packaging,2023-10-17,2023-10-21,Delivered,1620.0,33.45,54189.00000000001,235.0,No,high,1.0
kaggle_procurement_kpi,Delta_Logistics,Delta Logistics,DELTA LOGISTICS,,,,,Office Supplies,2022-07-23,2022-07-28,Delivered,662.0,50.0,33100.0,100.0,Yes,high,1.0
kaggle_procurement_kpi,Delta_Logistics,Delta Logistics,DELTA LOGISTICS,,,,,Packaging,2023-06-28,2023-07-16,Delivered,1291.0,22.23,28698.93,,Yes,low,1.0
kaggle_procurement_kpi,Delta_Logistics,Delta Logistics,DELTA LOGISTICS,,,,,Packaging,2022-11-28,2022-11-30,Delivered,447.0,21.81,9749.07,50.0,Yes,medium,1.0
kaggle_procurement_kpi,Delta_Logistics,Delta Logistics,DELTA LOGISTICS,,,,,Packaging,2023-05-16,2023-05-24,Partially Delivered,920.0,70.14,64528.8,,Yes,medium,1.0
kaggle_procurement_kpi,Delta_Logistics,Delta Logistics,DELTA LOGISTICS,,,,,"Maintenance, Repair, and Operations",2022-11-11,,Partially Delivered,1088.0,53.04,57707.52,161.0,No,high,1.0
kaggle_procurement_kpi,Delta_Logistics,Delta Logistics,DELTA LOGISTICS,,,,,Electronics,2022-03-29,2022-04-06,Delivered,1648.0,31.46,51846.08,,No,high,1.0
kaggle_procurement_kpi,Delta_Logistics,Delta Logistics,DELTA LOGISTICS,,,,,Raw Materials,2023-05-02,2023-05-17,Delivered,1973.0,54.95,108416.35,291.0,Yes,high,1.0
kaggle_procurement_kpi,Delta_Logistics,Delta Logistics,DELTA LOGISTICS,,,,,Packaging,2023-12-08,2023-12-23,Delivered,1109.0,33.33,36962.97,152.0,Yes,high,1.0
kaggle_procurement_kpi,Delta_Logistics,Delta Logistics,DELTA LOGISTICS,,,,,Packaging,2023-03-25,2023-04-13,Delivered,627.0,42.87,26879.489999999998,,Yes,low,1.0
kaggle_procurement_kpi,Delta_Logistics,Delta Logistics,DELTA LOGISTICS,,,,,"Maintenance, Repair, and Operations",2022-09-11,2022-09-19,Delivered,1062.0,30.46,32348.52,,Yes,low,1.0
kaggle_procurement_kpi,Delta_Logistics,Delta Logistics,DELTA LOGISTICS,,,,,Office Supplies,2023-08-26,2023-09-10,Cancelled,1629.0,19.41,31618.89,250.0,No,high,1.0
kaggle_procurement_kpi,Delta_Logistics,Delta Logistics,DELTA LOGISTICS,,,,,Raw Materials,2023-07-22,2023-08-03,Delivered,1413.0,50.42,71243.46,,Yes,low,1.0
kaggle_procurement_kpi,Delta_Logistics,Delta Logistics,DELTA LOGISTICS,,,,,Electronics,2023-10-09,2023-10-18,Delivered,1304.0,29.36,38285.44,,Yes,low,1.0
kaggle_procurement_kpi,Delta_Logistics,Delta Logistics,DELTA LOGISTICS,,,,,Raw Materials,2022-03-02,,Delivered,239.0,35.47,8477.33,32.0,Yes,medium,1.0
kaggle_procurement_kpi,Delta_Logistics,Delta Logistics,DELTA LOGISTICS,,,,,"Maintenance, Repair, and Operations",2022-03-11,,Delivered,1458.0,81.56,118914.48000000001,220.0,Yes,high,1.0
kaggle_procurement_kpi,Delta_Logistics,Delta Logistics,DELTA LOGISTICS,,,,,Office Supplies,2022-09-01,2022-09-14,Delivered,1022.0,16.55,16914.100000000002,150.0,Yes,high,1.0
kaggle_procurement_kpi,Delta_Logistics,Delta Logistics,DELTA LOGISTICS,,,,,Office Supplies,2022-09-06,2022-09-24,Partially Delivered,1298.0,37.21,48298.58,,No,high,1.0
kaggle_procurement_kpi,Delta_Logistics,Delta Logistics,DELTA LOGISTICS,,,,,"Maintenance, Repair, and Operations",2023-11-06,2023-11-08,Cancelled,1447.0,35.07,50746.29,224.0,No,high,1.0
kaggle_procurement_kpi,Delta_Logistics,Delta Logistics,DELTA LOGISTICS,,,,,Electronics,2023-03-10,2023-03-18,Delivered,1545.0,36.96,57103.200000000004,214.0,Yes,high,1.0
kaggle_procurement_kpi,Delta_Logistics,Delta Logistics,DELTA LOGISTICS,,,,,Packaging,2023-11-21,2023-11-26,Delivered,1903.0,56.09,106739.27,254.0,Yes,high,1.0
kaggle_procurement_kpi,Delta_Logistics,Delta Logistics,DELTA LOGISTICS,,,,,"Maintenance, Repair, and Operations",2023-11-01,2023-11-05,Delivered,1570.0,47.87,75155.9,,No,high,1.0
kaggle_procurement_kpi,Delta_Logistics,Delta Logistics,DELTA LOGISTICS,,,,,"Maintenance, Repair, and Operations",2023-10-24,2023-11-13,Delivered,491.0,93.35,45834.85,,No,high,1.0
kaggle_procurement_kpi,Delta_Logistics,Delta Logistics,DELTA LOGISTICS,,,,,Office Supplies,2022-09-12,,Delivered,1460.0,31.87,46530.200000000004,208.0,No,high,1.0
kaggle_procurement_kpi,Delta_Logistics,Delta Logistics,DELTA LOGISTICS,,,,,Office Supplies,2023-04-19,2023-04-24,Delivered,691.0,39.1,27018.100000000002,106.0,Yes,high,1.0
kaggle_procurement_kpi,Delta_Logistics,Delta Logistics,DELTA LOGISTICS,,,,,Raw Materials,2023-07-08,,Partially Delivered,1711.0,24.81,42449.909999999996,290.0,Yes,high,1.0
kaggle_procurement_kpi,Delta_Logistics,Delta Logistics,DELTA LOGISTICS,,,,,Office Supplies,2023-02-21,2023-02-22,Delivered,1745.0,22.57,39384.65,282.0,No,high,1.0
kaggle_procurement_kpi,Delta_Logistics,Delta Logistics,DELTA LOGISTICS,,,,,Raw Materials,2023-05-13,2023-05-15,Delivered,1783.0,15.8,28171.4,295.0,Yes,high,1.0
kaggle_procurement_kpi,Delta_Logistics,Delta Logistics,DELTA LOGISTICS,,,,,Office Supplies,2022-06-18,2022-06-26,Delivered,252.0,67.64,17045.28,,No,high,1.0
kaggle_procurement_kpi,Delta_Logistics,Delta Logistics,DELTA LOGISTICS,,,,,Raw Materials,2023-07-24,2023-07-29,Delivered,1683.0,21.88,36824.04,253.0,Yes,high,1.0
kaggle_procurement_kpi,Delta_Logistics,Delta Logistics,DELTA LOGISTICS,,,,,"Maintenance, Repair, and Operations",2022-02-21,2022-03-04,Delivered,1422.0,76.47,108740.34,198.0,Yes,high,1.0
kaggle_procurement_kpi,Delta_Logistics,Delta Logistics,DELTA LOGISTICS,,,,,"Maintenance, Repair, and Operations",2023-05-30,2023-06-15,Delivered,813.0,41.78,33967.14,,No,high,1.0
kaggle_procurement_kpi,Delta_Logistics,Delta Logistics,DELTA LOGISTICS,,,,,Office Supplies,2023-06-28,2023-07-01,Delivered,1004.0,92.9,93271.6,146.0,No,high,1.0
kaggle_procurement_kpi,Delta_Logistics,Delta Logistics,DELTA LOGISTICS,,,,,Raw Materials,2022-03-11,,Delivered,1893.0,52.35,99098.55,,Yes,low,1.0
kaggle_procurement_kpi,Delta_Logistics,Delta Logistics,DELTA LOGISTICS,,,,,Electronics,2023-11-23,2023-12-05,Pending,538.0,32.25,17350.5,84.0,No,high,1.0
kaggle_procurement_kpi,Delta_Logistics,Delta Logistics,DELTA LOGISTICS,,,,,Office Supplies,2022-08-29,2022-09-15,Pending,978.0,87.7,85770.6,149.0,No,high,1.0
kaggle_procurement_kpi,Delta_Logistics,Delta Logistics,DELTA LOGISTICS,,,,,Raw Materials,2022-05-03,2022-05-07,Pending,600.0,57.92,34752.0,95.0,No,high,1.0
kaggle_procurement_kpi,Delta_Logistics,Delta Logistics,DELTA LOGISTICS,,,,,Electronics,2022-02-10,2022-02-28,Delivered,522.0,58.01,30281.219999999998,74.0,Yes,medium,1.0
kaggle_procurement_kpi,Delta_Logistics,Delta Logistics,DELTA LOGISTICS,,,,,Electronics,2023-09-27,2023-10-06,Delivered,200.0,43.13,8626.0,21.0,Yes,medium,1.0
kaggle_procurement_kpi,Delta_Logistics,Delta Logistics,DELTA LOGISTICS,,,,,Office Supplies,2022-07-29,2022-08-12,Cancelled,1066.0,28.47,30349.02,162.0,No,high,1.0
kaggle_procurement_kpi,Delta_Logistics,Delta Logistics,DELTA LOGISTICS,,,,,Electronics,2023-04-15,2023-04-28,Delivered,1172.0,29.28,34316.16,,No,high,1.0
kaggle_procurement_kpi,Delta_Logistics,Delta Logistics,DELTA LOGISTICS,,,,,Office Supplies,2023-06-03,2023-06-16,Delivered,103.0,42.88,4416.64,10.0,Yes,medium,1.0
kaggle_procurement_kpi,Delta_Logistics,Delta Logistics,DELTA LOGISTICS,,,,,Electronics,2022-12-24,2022-12-26,Delivered,1993.0,59.36,118304.48,,Yes,low,1.0
kaggle_procurement_kpi,Delta_Logistics,Delta Logistics,DELTA LOGISTICS,,,,,Raw Materials,2023-07-11,2023-07-22,Cancelled,1925.0,63.41,122064.25,292.0,Yes,high,1.0
kaggle_procurement_kpi,Delta_Logistics,Delta Logistics,DELTA LOGISTICS,,,,,Office Supplies,2023-11-15,2023-11-23,Delivered,202.0,78.26,15808.52,37.0,No,high,1.0
kaggle_procurement_kpi,Delta_Logistics,Delta Logistics,DELTA LOGISTICS,,,,,Electronics,2022-04-17,,Delivered,927.0,46.05,42688.35,138.0,Yes,high,1.0
kaggle_procurement_kpi,Delta_Logistics,Delta Logistics,DELTA LOGISTICS,,,,,Raw Materials,2022-05-18,2022-05-23,Cancelled,387.0,69.04,26718.480000000003,67.0,Yes,medium,1.0
kaggle_procurement_kpi,Delta_Logistics,Delta Logistics,DELTA LOGISTICS,,,,,Electronics,2023-07-21,2023-08-06,Delivered,1793.0,21.78,39051.54,285.0,Yes,high,1.0
kaggle_procurement_kpi,Delta_Logistics,Delta Logistics,DELTA LOGISTICS,,,,,"Maintenance, Repair, and Operations",2022-06-09,2022-06-28,Delivered,1006.0,89.04,89574.24,139.0,Yes,high,1.0
kaggle_procurement_kpi,Delta_Logistics,Delta Logistics,DELTA LOGISTICS,,,,,"Maintenance, Repair, and Operations",2023-09-12,2023-10-02,Delivered,1653.0,91.91,151927.22999999998,217.0,Yes,high,1.0
kaggle_procurement_kpi,Delta_Logistics,Delta Logistics,DELTA LOGISTICS,,,,,Packaging,2022-09-15,2022-09-18,Pending,1208.0,39.46,47667.68,,Yes,medium,1.0
kaggle_procurement_kpi,Delta_Logistics,Delta Logistics,DELTA LOGISTICS,,,,,Office Supplies,2022-04-05,2022-04-24,Delivered,450.0,55.03,24763.5,68.0,No,high,1.0
kaggle_procurement_kpi,Delta_Logistics,Delta Logistics,DELTA LOGISTICS,,,,,Electronics,2022-05-14,,Delivered,519.0,47.52,24662.88,81.0,No,high,1.0
kaggle_procurement_kpi,Delta_Logistics,Delta Logistics,DELTA LOGISTICS,,,,,Raw Materials,2023-03-14,2023-03-25,Delivered,1438.0,58.5,84123.0,237.0,Yes,high,1.0
kaggle_procurement_kpi,Delta_Logistics,Delta Logistics,DELTA LOGISTICS,,,,,Office Supplies,2023-07-29,2023-07-31,Partially Delivered,612.0,63.32,38751.840000000004,99.0,Yes,medium,1.0
kaggle_procurement_kpi,Delta_Logistics,Delta Logistics,DELTA LOGISTICS,,,,,Raw Materials,2023-12-09,2023-12-29,Delivered,76.0,96.33,7321.08,10.0,Yes,medium,1.0
kaggle_procurement_kpi,Delta_Logistics,Delta Logistics,DELTA LOGISTICS,,,,,"Maintenance, Repair, and Operations",2022-02-12,2022-02-13,Delivered,1069.0,82.64,88342.16,,Yes,low,1.0
kaggle_procurement_kpi,Delta_Logistics,Delta Logistics,DELTA LOGISTICS,,,,,Packaging,2022-02-10,2022-02-26,Partially Delivered,708.0,11.61,8219.88,,No,high,1.0
kaggle_procurement_kpi,Delta_Logistics,Delta Logistics,DELTA LOGISTICS,,,,,Packaging,2023-01-02,2023-01-07,Delivered,1589.0,48.52,77098.28,,Yes,low,1.0
kaggle_procurement_kpi,Delta_Logistics,Delta Logistics,DELTA LOGISTICS,,,,,Electronics,2023-07-28,2023-08-10,Delivered,1293.0,47.55,61482.149999999994,,No,high,1.0
kaggle_procurement_kpi,Delta_Logistics,Delta Logistics,DELTA LOGISTICS,,,,,"Maintenance, Repair, and Operations",2022-07-01,,Delivered,148.0,40.1,5934.8,,No,high,1.0
kaggle_procurement_kpi,Delta_Logistics,Delta Logistics,DELTA LOGISTICS,,,,,Raw Materials,2022-12-07,,Delivered,329.0,12.74,4191.46,48.0,Yes,medium,1.0
kaggle_procurement_kpi,Delta_Logistics,Delta Logistics,DELTA LOGISTICS,,,,,Raw Materials,2023-11-17,,Delivered,546.0,74.77,40824.42,76.0,No,high,1.0
kaggle_procurement_kpi,Delta_Logistics,Delta Logistics,DELTA LOGISTICS,,,,,Raw Materials,2022-10-01,2022-10-18,Partially Delivered,230.0,12.81,2946.3,,No,high,1.0
kaggle_procurement_kpi,Delta_Logistics,Delta Logistics,DELTA LOGISTICS,,,,,Raw Materials,2022-02-09,2022-02-27,Delivered,1189.0,17.15,20391.35,,No,high,1.0
kaggle_procurement_kpi,Delta_Logistics,Delta Logistics,DELTA LOGISTICS,,,,,Office Supplies,2023-04-17,2023-04-23,Delivered,977.0,32.25,31508.25,137.0,Yes,high,1.0
kaggle_procurement_kpi,Delta_Logistics,Delta Logistics,DELTA LOGISTICS,,,,,Electronics,2022-01-25,,Delivered,67.0,73.06,4895.02,9.0,Yes,medium,1.0
kaggle_procurement_kpi,Delta_Logistics,Delta Logistics,DELTA LOGISTICS,,,,,Electronics,2023-02-13,2023-02-16,Cancelled,615.0,29.52,18154.8,96.0,Yes,medium,1.0
kaggle_procurement_kpi,Delta_Logistics,Delta Logistics,DELTA LOGISTICS,,,,,Office Supplies,2022-10-13,2022-10-17,Delivered,1396.0,84.06,117347.76000000001,210.0,Yes,high,1.0
kaggle_procurement_kpi,Delta_Logistics,Delta Logistics,DELTA LOGISTICS,,,,,Packaging,2022-10-13,2022-10-18,Delivered,735.0,15.89,11679.15,113.0,No,high,1.0
kaggle_procurement_kpi,Delta_Logistics,Delta Logistics,DELTA LOGISTICS,,,,,Electronics,2022-12-06,2022-12-24,Delivered,1712.0,85.86,146992.32,246.0,Yes,high,1.0
kaggle_procurement_kpi,Delta_Logistics,Delta Logistics,DELTA LOGISTICS,,,,,Office Supplies,2022-09-25,2022-10-05,Delivered,1459.0,42.56,62095.04,212.0,No,high,1.0
kaggle_procurement_kpi,Delta_Logistics,Delta Logistics,DELTA LOGISTICS,,,,,"Maintenance, Repair, and Operations",2022-09-29,2022-10-19,Delivered,1466.0,66.82,97958.12,211.0,Yes,high,1.0
kaggle_procurement_kpi,Delta_Logistics,Delta Logistics,DELTA LOGISTICS,,,,,Raw Materials,2023-03-21,2023-04-09,Delivered,1112.0,33.6,37363.200000000004,184.0,No,high,1.0
kaggle_procurement_kpi,Delta_Logistics,Delta Logistics,DELTA LOGISTICS,,,,,Electronics,2022-11-18,2022-11-19,Delivered,1755.0,73.67,129290.85,258.0,No,high,1.0
kaggle_procurement_kpi,Delta_Logistics,Delta Logistics,DELTA LOGISTICS,,,,,Raw Materials,2023-12-27,2023-12-28,Delivered,952.0,69.73,66382.96,,Yes,low,1.0
kaggle_procurement_kpi,Delta_Logistics,Delta Logistics,DELTA LOGISTICS,,,,,Packaging,2022-01-02,2022-01-06,Delivered,85.0,20.68,1757.8,6.0,Yes,medium,1.0
kaggle_procurement_kpi,Delta_Logistics,Delta Logistics,DELTA LOGISTICS,,,,,Packaging,2023-12-05,2023-12-11,Delivered,370.0,55.79,20642.3,59.0,Yes,medium,1.0
kaggle_procurement_kpi,Delta_Logistics,Delta Logistics,DELTA LOGISTICS,,,,,"Maintenance, Repair, and Operations",2023-11-18,2023-12-03,Delivered,1849.0,27.53,50902.97,271.0,Yes,high,1.0
kaggle_procurement_kpi,Delta_Logistics,Delta Logistics,DELTA LOGISTICS,,,,,Office Supplies,2022-12-05,2022-12-12,Partially Delivered,520.0,34.78,18085.600000000002,67.0,No,high,1.0
kaggle_procurement_kpi,Delta_Logistics,Delta Logistics,DELTA LOGISTICS,,,,,"Maintenance, Repair, and Operations",2023-10-01,2023-10-12,Delivered,1216.0,63.0,76608.0,179.0,No,high,1.0
